index,code,description,cp,b0,b1,b2
67,585,Chronic kidney disease (CKD),-220,0.599814981660126,0.0026182011277447463,-0.004302609843976892
68,5849,"Acute kidney failure, unspecified",-66,0.31034093224179343,1.7147066902645293e-4,0.006648139247364655
69,185,Malignant neoplasm of prostate,-340,0.3841705602858287,0.009960414860395039,-0.0100046639692752
70,7391,"Nonallopathic lesions, cervical region",-235,0.4597325126061244,8.742122737835509e-4,-0.002023795044207209
71,78659,Other chest pain,-83,0.3768003086709379,1.60610266847533e-4,0.001748350891133925
72,3051,Tobacco use disorder,-59,0.45207400107737117,4.1407134866085264e-4,0.0036676308483994994
73,72252,Degeneration of lumbar or lumbosacral intervertebral disc,-1,0.23608210234686614,-5.101674323424603e-4,NA
74,30000,"Anxiety state, unspecified",-316,0.36896280614705873,0.0020351008633324014,-0.0020577161317101565
75,78701,Nausea with vomiting,-195,0.46029133874896805,0.0011883784886940496,-0.001022838183451489
76,71945,"Pain in joint, pelvic region and thigh",-152,0.4059823311399224,7.042309559844833e-4,-0.001753678326393421
77,78791,Diarrhea,-71,0.41165202328755607,1.2614407465443348e-4,-0.001254641611070981
78,72887,Muscle weakness (generalized),-35,0.5415283324786909,7.421559170877087e-4,-0.005671425126428325
79,1101,Dermatophytosis of nail,-94,0.3258987440354158,-2.147584463024316e-4,-0.0017883964333001898
80,5180,Pulmonary collapse,-110,0.23137022656697478,3.7459367619882284e-4,0.0036371611952020957
81,7393,"Nonallopathic lesions, lumbar region",-163,0.4600616374691697,-3.1311397153026095e-5,-0.001510336887575166
82,V202,Routine infant or child health check,-69,0.16457153469548869,-1.3250184537218882e-4,0.0025290382159027028
83,7291,"Myalgia and myositis, unspecified",-364,0.37329568684278336,-0.4737021339360628,0.4735399030432282
84,4770,Allergic rhinitis due to pollen,-73,0.35554603830315235,-1.3624505110403163e-4,-0.0023532806353498384
85,4928,Other emphysema,-184,0.282466552921636,-4.545096637242606e-4,0.0018322275966856185
86,7804,Dizziness and giddiness,-358,0.41503247120950576,-0.0418700371039081,0.04168555943349303
87,20280,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",-1,0.45212518205173685,5.732763839702688e-4,NA
88,V571,Care involving other physical therapy,-46,0.30167425648211627,-4.6656973743012435e-4,-0.0025947440804866663
89,4619,"Acute sinusitis, unspecified",-347,0.38547325587626663,0.010002406863942683,-0.010175002465255566
90,7823,Edema,-153,0.33297442828490137,-4.078205029206445e-4,0.001572260921910185
91,6961,Other psoriasis,-85,0.33587806110145396,-1.4457607429868983e-4,-8.712743944459477e-4
92,5559,Regional enteritis of unspecified site,-364,0.4003141462489825,0.40031414624907713,-0.4001548281351142
93,27651,Dehydration,-83,0.3999137184229749,3.514564077109551e-4,0.003110129769266066
94,79431,Nonspecific abnormal electrocardiogram [ECG] [EKG],-89,0.345354427347149,-1.0610548066744777e-4,0.0020875243824896145
95,462,Acute pharyngitis,-1,0.3636878569160813,1.3592261914017402e-4,NA
96,V580,Encounter for radiotherapy,-253,0.5343308167527875,0.004677679556089413,-0.005100157546221143
97,4439,"Peripheral vascular disease, unspecified",-321,0.481601398882277,0.00463010597385436,-0.005079642681273687
98,5183,Pulmonary eosinophilia,-101,0.23535704303499969,4.900848881639451e-4,0.003966768519093839
99,79902,Hypoxemia,-173,0.3053289339486673,-1.0858301473225485e-4,0.0014640501452010302
100,0310,Pulmonary diseases due to other mycobacteria,-122,0.34839325262105475,1.9580952727932434e-4,0.0017363989580617876
101,71516,"Osteoarthrosis, localized, primary, lower leg",-56,0.2895295231015885,-1.7679828615453522e-4,-0.002095990824741747
102,490,"Bronchitis, not specified as acute or chronic",-118,0.31919723431325286,1.8573958789903808e-4,0.0014661117003774884
103,7197,Difficulty in walking,-170,0.5422094787676394,0.0015071842903213474,-0.003392362505363071
104,6929,"Contact dermatitis and other eczema, unspecified cause",-75,0.3189609108800174,-1.608124350718381e-4,-0.0020198201291429492
105,4778,Allergic rhinitis due to other allergen,-304,0.38928955777073454,9.970327860214221e-4,-0.0016995006653713301
106,2761,Hyposmolality and/or hyponatremia,-52,0.3389993006324465,4.348884459996484e-4,0.007499901654421362
107,7806,Fever and other physiologic disturbances of temperature regulation,-100,0.17111632517277145,5.683325875153637e-5,0.004765819572370346
108,1623,"Malignant neoplasm of upper lobe, bronchus or lung",-271,0.17317843615856016,-0.0016079308081365213,0.0029082668380505856
109,2722,Mixed hyperlipidemia,-272,0.3143912789641192,-0.001561863129842092,0.0012619363995122828
110,2689,Unspecified vitamin D deficiency,-254,0.3341449018435464,-7.219621717883355e-4,9.674525855355081e-4
111,7802,Syncope and collapse,-364,0.31482693192856825,0.3148269319287084,-0.3149148159726289
112,4240,Mitral valve disorders,-274,0.428528310127635,0.0012889909976447908,-0.0012911197567329687
113,36616,Senile nuclear sclerosis,-1,0.17822463573264585,-7.074158680465579e-4,NA
114,71596,"Osteoarthrosis, unspecified whether generalized or localized, lower leg",-105,0.3769624376977098,-0.00014736690447614428,-0.001302258421493911
115,7999,Other unknown and unspecified cause of morbidity and mortality,-238,0.2835573635092357,-6.473018339010366e-4,0.0015884236073755132
116,5859,"Chronic kidney disease, unspecified",-227,0.22889567445791806,-0.001212209485514017,0.0019003542506865702
117,V7283,Other specified pre-operative examination,-79,0.25183234888908257,-2.4698041317509185e-4,0.00552322400961858
118,29632,"Major depressive affective disorder, recurrent episode, moderate",-226,0.4273647586859174,-3.6698179730358146e-5,-0.001196753247859812
119,V420,Kidney replaced by transplant,-246,0.3628533306713811,4.2411304873560084e-4,-7.511268019339608e-4
120,2869,Other and unspecified coagulation defects,-294,0.3475460719993037,9.514377288468256e-4,-0.0014531175120352806
121,72402,"Spinal stenosis, lumbar region, without neurogenic claudication",-81,0.30504937153573125,-6.243349620852296e-5,-0.0014189359966552653
122,7842,"Swelling, mass, or lump in head and neck",-139,0.1542849722564126,-1.5158407612355493e-4,0.0037759475972602577
123,36511,Primary open angle glaucoma,-59,0.2529426368277218,-5.464290474456111e-4,-0.002194647704526459
124,7851,Palpitations,-84,0.3781100893920606,3.091456993403474e-4,-0.0012907671241064872
125,5589,Other and unspecified noninfectious gastroenteritis and colitis,-361,0.29858461396273567,0.06457164353116153,-0.06457461813508171
126,436,"Acute, but ill-defined, cerebrovascular disease",-173,0.31567027231808525,-1.2657937360569852e-4,6.405470644748491e-4
127,20410,"Chronic lymphoid leukemia, without mention of having achieved remission",-246,0.40304767009951536,0.0013012249359759603,-0.0020522902051516275
128,7020,Actinic keratosis,-103,0.27894007879752536,-1.9999352919052908e-4,-0.0018541686436244677
129,71947,"Pain in joint, ankle and foot",-218,0.38036441228963,1.7262518240094188e-4,-0.0011415418343583546
130,V5789,Care involving other specified rehabilitation procedure,-71,0.45060133541376934,5.638324532517579e-4,-0.002845730453799467
131,78907,"Abdominal pain, generalized",-144,0.30272123910916776,-1.6593525876088889e-4,9.053680538988949e-4
132,25001,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",-114,0.354043722442485,2.7971312904588247e-5,-0.001172875959143645
133,42789,Other specified cardiac dysrhythmias,-13,0.3517090291136293,1.6949896993945576e-4,0.017665431380722147
134,56400,"Constipation, unspecified",-343,0.32509807166454324,0.007360141418832758,-0.0073909472206026335
135,V5883,Encounter for therapeutic drug monitoring,-105,0.35628065470927106,5.216988351417028e-4,-0.0013659344588020897
136,72210,Displacement of lumbar intervertebral disc without myelopathy,-1,0.19535156266395548,-4.968936968744548e-4,NA
137,73300,"Osteoporosis, unspecified",-350,0.411027716132476,-0.010437920248094019,0.010036719723874588
138,78909,"Abdominal pain, other specified site",-1,0.3589472119601909,4.407440249371023e-4,NA
139,5853,"Chronic kidney disease, Stage III (moderate)",-322,0.38367942206085287,0.004500814203530138,-0.004835821027131852
140,V5881,Fitting and adjustment of vascular catheter,-150,0.3383402953259572,3.4089948108425645e-4,9.259415674129321e-4
141,78720,"Dysphagia, unspecified",-363,0.24895867232580074,0.1493752033954534,-0.14890617132200457
142,7392,"Nonallopathic lesions, thoracic region",-364,0.4661089992300509,0.36370731454357946,-0.36456489492673966
143,7234,Brachial neuritis or radiculitis NOS,-264,0.33163586471390516,8.530700429866056e-4,-0.0010848394762869168
144,4739,Unspecified sinusitis (chronic),-57,0.2955570299864594,8.649640174087775e-5,-0.0018254141362824686
145,135,Sarcoidosis,-172,0.26518471611937156,-3.6415109707197617e-4,0.001738847585797124
146,5854,"Chronic kidney disease, Stage IV (severe)",-361,0.40086275761934353,0.12079281513723385,-0.12116174080651192
147,7906,Other abnormal blood chemistry,-364,0.29887645372299454,-0.49192631308045076,0.49249670442406523
148,71590,"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",-74,0.3709661226510102,-1.6599432167116673e-5,-0.002614091545070171
149,78039,Other convulsions,-56,0.37891785766184954,9.239188956459781e-5,0.0028220061457116725
150,6826,"Cellulitis and abscess of leg, except foot",-77,0.48823932964049377,0.0010418212115960665,-0.004108309385840557
151,4254,Other primary cardiomyopathies,-67,0.23723854647602907,-2.5074219239166806e-4,0.0023924954100127465
152,78099,Other general symptoms,-211,0.37722536060038264,5.524602466913849e-4,-0.0013845207958469961
153,7241,Pain in thoracic spine,-240,0.24337431790711384,-0.0021565590324665158,0.0020075740858936275
154,V7284,"Pre-operative examination, unspecified",-74,0.28114793827113205,3.5395028382266815e-5,0.005530503110532915
155,4293,Cardiomegaly,-44,0.332666402478297,1.39904706115115e-4,0.006133074258117716
156,72981,Swelling of limb,-1,0.3394883707031164,1.4487933823690517e-4,NA
157,2768,Hypopotassemia,-101,0.3571322808969931,2.4151084027428552e-4,0.0018786617010080808
158,0389,Unspecified septicemia,-63,0.2663050234089496,5.56726802927872e-4,0.00426919741494583
159,8470,Sprain of neck,-152,0.4513918884120826,7.407452789041112e-4,-0.0026019585095822403
160,25040,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled",-278,0.38418568228484257,0.0019295549089310227,-0.002879673435431367
161,27800,"Obesity, unspecified",-133,0.34434410284114636,4.4810381244635064e-4,-7.831785277266525e-4
162,3004,Dysthymic disorder,-173,0.3861031385693398,6.381508054181641e-4,-0.001988078627328705
163,V7281,Pre-operative cardiovascular examination,-76,0.3641713847115266,5.50815698404012e-4,0.0034274428905518273
164,78906,"Abdominal pain, epigastric",-308,0.23872648239857935,-0.0036775650606170702,0.0038646697338683873
165,V762,Screening for malignant neoplasms of cervix,-2,0.20611623307686752,-4.4478601841367e-4,0.2838024503291923
166,40391,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",-257,0.30889791380385284,0.00173589938797972,-0.002086197672475614
167,7863,Hemoptysis,-101,0.1257418713993847,2.113893155951756e-4,0.002836560857588115
168,5789,"Hemorrhage of gastrointestinal tract, unspecified",-85,0.3089368625554908,1.385869577061194e-4,9.690133933218435e-4
169,4829,"Bacterial pneumonia, unspecified",-83,0.20773081349820055,1.3513460132110762e-4,0.004824027351258952
170,2875,"Thrombocytopenia, unspecified",-1,0.35747151638753466,3.2221654241168876e-4,NA
171,5939,Unspecified disorder of kidney and ureter,-176,0.2866058017489909,-4.70044256810452e-4,0.001237826651850656
172,7993,"Debility, unspecified",-247,0.12957207124085726,-0.003037414698189339,0.0038721152167348976
173,73390,"Disorder of bone and cartilage, unspecified",-364,0.27389875145956255,-0.4684229565023875,0.46876981719711297
174,20300,"Multiple myeloma, without mention of having achieved remission",-277,0.2999528302079731,7.686355978785172e-4,-0.0010896497001578857
175,30002,Generalized anxiety disorder,-81,0.3725301232017662,-8.078553074401644e-5,-0.002165022576811988
176,7213,Lumbosacral spondylosis without myelopathy,-241,0.3009518087565032,5.765365255151394e-6,-6.556064468472185e-4
177,4241,Aortic valve disorders,-279,0.25867063388596556,-0.001959476958274694,0.002285609388863524
178,72610,"Disorders of bursae and tendons in shoulder region, unspecified",-132,0.18837906089863546,-5.108184899630632e-4,-4.76979260094829e-4
179,49120,Obstructive chronic bronchitis without exacerbation,-346,0.23120805780822512,-0.0067450720760323804,0.007378015975302785
180,1539,"Malignant neoplasm of colon, unspecified site",-152,0.35349482208547445,6.385474065796506e-4,-0.0019077294787224978
181,25060,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled",-255,0.37894852151765424,1.349890174844738e-4,-0.00105033853442339
182,56210,Diverticulosis of colon (without mention of hemorrhage),-267,0.3335728870246676,-0.001712620074382385,0.0015180567842002903
183,2382,Neoplasm of uncertain behavior of skin,-183,0.38384609844304163,2.630975644983046e-4,-0.0015011363557912935
184,2639,Unspecified protein-calorie malnutrition,-1,0.5015336827142948,7.835901134162959e-4,NA
185,07054,Chronic hepatitis C without mention of hepatic coma,-29,0.41778775985273525,5.699840492058855e-4,-0.00848606572895812
186,2113,Benign neoplasm of colon,-1,0.2690817065820743,-2.422802519545803e-4,NA
187,7100,Systemic lupus erythematosus,-110,0.24612089809195953,-4.171265111447688e-4,0.0010829518459312343
188,1985,Secondary malignant neoplasm of bone and bone marrow,-198,0.17311142916663425,-7.770974137121784e-4,0.0020684632338139534
189,5715,Cirrhosis of liver without mention of alcohol,-364,0.2982423931297224,-0.5363172621413411,0.5363699503887814
190,7969,Other nonspecific abnormal findings,-168,0.23982216515607696,-3.828775752115811e-4,0.002001036876405001
191,V7260,"Laboratory examination, unspecified",-106,0.3421090122707846,8.447037206436678e-4,0.002171428775966679
192,7243,Sciatica,-285,0.23459664824611068,-0.0031722257093081243,0.003302477554811187
193,49300,"Extrinsic asthma, unspecified",-350,0.3123579911235444,-0.012658367873767123,0.012634549715039776
194,41519,Other pulmonary embolism and infarction,-342,0.32365426196064523,0.0070867382659146536,-0.007201680538501347
195,1889,"Malignant neoplasm of bladder, part unspecified",-79,0.3482055569666694,3.6143554826365487e-4,-0.0024914298499557506
196,7813,Lack of coordination,-231,0.3133172808583174,-6.193349616601867e-4,0.00101065851020236
197,586,"Renal failure, unspecified",-274,0.2733678221687452,0.0015941341608644792,-0.0013731822104328677
198,70715,Ulcer of other part of foot,-56,0.3474175463131648,8.243131752025683e-5,-0.0029631864242684013
199,43310,Occlusion and stenosis of carotid artery without mention of cerebral infarction,-198,0.3182215012248672,1.8774445649889332e-4,-8.254057385870141e-4
200,78097,Altered mental status,-119,0.1885351736007672,-2.765710317029395e-4,0.0030182642730362235
201,3320,Paralysis agitans,-1,0.2651479544025182,-3.7591297639715584e-4,NA
202,79311,Solitary pulmonary nodule,-121,0.21189567382767696,4.1938650746406854e-4,0.003629779863258228
203,60000,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS),-1,0.19493592965418996,-3.866814435006401e-4,NA
204,5920,Calculus of kidney,-42,0.2395200988393881,-0.00045380586682423793,0.002982328221778853
205,30928,Adjustment disorder with mixed anxiety and depressed mood,-89,0.29354596768289687,1.5583558507383083e-4,-0.0016626268332963568
206,0319,Unspecified diseases due to mycobacteria,-195,0.3941489057515296,0.0016136726283112188,-0.002537847960612948
207,7224,Degeneration of cervical intervertebral disc,-94,0.36262059276935704,2.0705598327612682e-4,-0.0023108864856851703
208,3569,Unspecified hereditary and idiopathic peripheral neuropathy,-364,0.28150002171012933,0.2815000217103338,-0.2816787151807468
209,29633,"Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior",-116,0.38820316318038783,5.161808802082833e-4,-0.002691817516484875
210,7850,"Tachycardia, unspecified",-35,0.2743429550292422,2.6666694316512547e-4,0.007041964800907168
211,61172,Lump or mass in breast,-327,0.30057269679724963,0.00557279387312631,-0.005816704210562671
212,07999,Unspecified viral infection,-113,0.17423122584558992,-2.638493384513372e-4,0.0029555742151233023
213,53550,"Unspecified gastritis and gastroduodenitis, without mention of hemorrhage",-124,0.35676430607107856,9.7851020674299e-4,-0.0025596391836809683
214,78651,Precordial pain,-333,0.2416022263013293,-0.008739952198713152,0.00903973250798575
215,78702,Nausea alone,-357,0.26801249281167877,0.03944431148805775,-0.039226705333304225
216,4149,"Chronic ischemic heart disease, unspecified",-252,0.1986464711265521,-5.623239006677734e-4,8.537430416347078e-4
217,72885,Spasm of muscle,-95,0.3756460624366656,1.5506452819134128e-4,-0.002285602536040014
218,1890,"Malignant neoplasm of kidney, except pelvis",-143,0.37067325841010906,8.373046643159458e-4,-0.0018575885449093653
219,28860,"Leukocytosis, unspecified",-112,0.1788674062310243,-1.4569241922249022e-4,0.003463937536029375
220,7821,Rash and other nonspecific skin eruption,-221,0.28600925380391085,-0.0010933450866117377,0.001437091952181426
221,4279,"Cardiac dysrhythmia, unspecified",-41,0.2748065483387076,1.72941567106417e-4,0.003620650218812936
222,78652,Painful respiration,-60,0.2537365430323477,1.5044217134388513e-4,0.005213870043044614
223,7820,Disturbance of skin sensation,-350,0.2536414206141888,0.00942089879322677,-0.009769692641127398
224,23875,"Myelodysplastic syndrome, unspecified",-341,0.36085188990043093,-0.005478590736037289,0.005132496248565067
225,4139,Other and unspecified angina pectoris,-1,0.17512136500913217,-5.444851059430227e-4,NA
226,5855,"Chronic kidney disease, Stage V",-210,0.23661110967634602,-7.843907589970436e-4,8.190488947699134e-4
227,8472,Sprain of lumbar,-361,0.43381806851163063,0.07146610359969487,-0.07224114993128491
228,4010,Malignant essential hypertension,-234,0.3059869626929818,2.59525654638765e-4,-6.255829552585747e-4
229,42781,Sinoatrial node dysfunction,-318,0.3776515074248141,0.0035200234114762113,-0.00393001601022925
230,4168,Other chronic pulmonary heart diseases,-282,0.2670679894019189,0.0021285272886300407,-0.001800746063142465
231,7061,Other acne,-248,0.22732288865998448,-0.0015087271083251807,0.0013863920961051791
232,3540,Carpal tunnel syndrome,-171,0.3285845613200114,6.538393134269536e-4,-0.0018222037915513979
233,58889,Other specified disorders resulting from impaired renal function,-217,0.4464703726632188,0.002547179167738976,-0.003839907817696019
234,4589,"Hypotension, unspecified",-35,0.34034817224846925,3.9218444601959253e-4,0.0064938072710031625
235,59970,"Hematuria, unspecified",-227,0.24862533123708422,-6.007737765080327e-4,7.094360139545965e-4
236,28800,"Neutropenia, unspecified",-2,0.35652406010967197,4.844396828021141e-4,0.3522804149525135
237,78901,"Abdominal pain, right upper quadrant",-358,0.24545716050228655,-0.06084089283572995,0.06123107927181302
238,5569,"Ulcerative colitis, unspecified",-215,0.231376880606902,-1.468957830826823e-4,0.0010167988438047181
239,5693,Hemorrhage of rectum and anus,-1,0.3330076770028001,1.1190726083871524e-5,NA
240,78630,"Hemoptysis, unspecified",-96,0.18250915929512274,1.8174202984464887e-4,0.00400813121632658
241,3310,Alzheimer's disease,-186,0.2048892022551863,-4.6613634870267516e-4,0.001198649992182261
242,43491,"Cerebral artery occlusion, unspecified with cerebral infarction",-258,0.3269377480970388,0.0016526725469447204,-0.0015652576913264226
243,40390,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",-294,0.31780439975157937,0.0026632967039894534,-0.003195961879861295
244,3829,Unspecified otitis media,-136,0.2736658577300878,7.24236324651432e-4,-0.0013949913232220378
245,71949,"Pain in joint, multiple sites",-90,0.333343785712547,3.9946683768162135e-4,-0.0015036087507633927
246,71940,"Pain in joint, site unspecified",-206,0.31835911777301057,3.814190411251149e-4,-9.55773476296081e-4
247,60001,Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS),-115,0.3204656074385987,1.0758126620342612e-4,-0.0015014397852079345
248,2749,"Gout, unspecified",-235,0.23081179748941857,-6.977625202702048e-4,7.207444987929524e-4
249,6960,Psoriatic arthropathy,-284,0.317040422675822,0.0011902320459532957,-0.0015128027223814428
250,V7651,Special screening for malignant neoplasms of colon,-360,0.3397965132474826,-0.06737734291352529,0.067163568802203
251,78600,"Respiratory abnormality, unspecified",-87,0.23442338170929145,-1.7457098509380712e-5,0.002353260672181687
252,49320,"Chronic obstructive asthma, unspecified",-219,0.32098763815458087,5.751192714020615e-4,-0.0010050739466701457
253,27801,Morbid obesity,-287,0.3388239239079842,0.0010480055926466519,-0.001203694147436698
254,78009,Other alteration of consciousness,-358,0.1702322388731704,0.0326265390434104,-0.03216902016430297
255,78959,Other ascites,-135,0.20583136612795547,-1.2748771185597577e-4,0.0031263611269661995
256,1970,Secondary malignant neoplasm of lung,-1,0.3613958347948325,4.104357237106321e-4,NA
257,40210,Benign hypertensive heart disease without heart failure,-1,0.18567577874251498,-5.856561008233537e-4,NA
258,2767,Hyperpotassemia,-302,0.2635793882987492,0.00275482892362136,-0.0027796500894031973
259,57420,"Calculus of gallbladder without mention of cholecystitis, without mention of obstruction",-332,0.2226681537731151,-0.005714443437636998,0.005937110495936877
260,6259,Unspecified symptom associated with female genital organs,-364,0.27877905372292994,-0.5778409677039685,0.577810040556135
261,28529,Anemia of other chronic disease,-355,0.18998987719032379,-0.02555607978317337,0.0259358633970158
262,6829,Cellulitis and abscess of unspecified sites,-304,0.2686752934452543,0.0018566315159538223,-0.001648676284188238
